description,genre
"The film opens with Mary Poppins perched in a cloud high above London in spring 1910.""... It's grand to be an Englishman in 1910 / King Edward's on the throne; it's the age of men! ..."" George Banks' opening song 'The Life I Lead'; King Edward VII of the United Kingdom died 6 May 1910 The action descends to Earth where Bert , a Cockney jack-of-all-trades is performing as a one-man band at a park entrance. The spectators watching him include: Ms. Persimmon , Miss Lark and Mrs. Corry . He suddenly senses that his good friend is about to return. After the show, he speaks directly to the audience, introducing viewers first to Admiral Boom, who keeps his exterior rooftop ""Ship Shape"", by firing his cannon at 8:AM and 6:PM each day, and then to the well-to-do but troubled Banks family, headed by the cold and aloof George Banks...",Comedy
"Jimmy ([[Hiroshi Watanabe loves dinosaurs and sleeps on the top bunk. Unfortunately, Jimmy is 40 and shares that bunk with Bob , his 10-year-old nephew. Freshly divorced, Jimmy lives with his sister Aiko and her family while boldly searching for a new wife. His brother in-law, Tak thinks he’s a disaster. And although Jimmy may lack social grace, he is convinced the best years of his life are just beginning. His plan seems like it’s all falling into place when Tak’s beautiful niece Ramona moves in. But once Jimmy sets his sights on stealing her from his best friend Tim , he sees his intentions go hilariously awry.",Comedy
"Perry is an English chemist working for a paint company and is depressed after losing his wife in a freak accident. As he tries to invent the new color Siam Sunset, he wins a prize, takes leave, and travels to Australia. Grace , on the same tour bus, also has a troubled life. Together they hope to color the world with love rather than paint, but will the universe let them?Siam Sunset at Turner Classic Movies",Comedy
"Archie Andrews, fifteen years after graduating from Riverdale High, has become a successful lawyer and is getting ready to marry his fiancée, Pam, and move to ""the big city."" Before doing that, however, he returns home to Riverdale for his high school reunion. Archie and company are all now in their early thirties, with the trials and tribulations one might expect to have happened to such a group over the years: *Betty, a grade school teacher, is constantly bossed around by her crummy boyfriend, Robert. *Veronica, having lived in France since graduation, has been married four times. *Jughead, now a psychiatrist, is also a divorcé with a son, Jordan. Jughead carries emotional baggage that manifests itself in a terrible fear of women. This is played for laughs at the end when at the reunion it turns out that Big Ethel is no longer the gangly, awkward teenager she once was...",Comedy
"Ruby and Claude Montgomery are a very insecure and jealous couple, who must help when Claude's Uncle Hazel is jailed for attempted murder. An Arkansan family reunites as they travel with Ruby's older sister Rose, with whom Claude had a previous relationship, and Ruby and Rose's mother Jewel, who continuously talks about Rose and Claude's past relationship, which irritates Ruby.",Comedy
"Randy Bodek is a rebellious college slacker, living with his girlfriend Jenny . His father, furious over Randy's lack of direction or work ethic, forces Randy to come back home and get a job. Randy eventually finds work as a pizza delivery boy at Señor Pizza, but his pitiful earnings will not allow him to fund college on his own and he despairs of being able to return to Jenny next semester. In his capacity as delivery boy, he soon makes the acquaintance of a middle-aged, wealthy Italian woman, Alex Barnett , who pampers and seduces him. She and Randy enjoy a quiet, brief, passionate affair. During the affair, Randy's increasingly stylish appearance, unusually chipper demeanor and gifts being delivered by Randy's handsome Italian co-worker, Tony , inspire Randy's father to believe his son is gay. Eventually, Alex must return to Italy. Randy is disappointed; he has enjoyed his relationship...",Comedy
"Sir Philip Ashlow , his neglected wife, Lady Ashlow and his best friend Henry Brittingham-Brett are shipwrecked on a desert island. This potential ménage à trois where the two men compete for the lady's attention is interrupted by the unexpected arrival of a fourth inhabitant of the island.",Comedy
"An old friend of the boys returns to town and tells them stories of getting rich out west. He proceeds to sell them a uranium mine and they head west. When they arrive, local thugs try to chase them off. When they find out the boys own a mine they decide to let them stay in town with the plans to follow them and take the mine from them. Eventually the boys defeat the thugs and find the uranium, only to discover that it is on an Indian reservation and doesn't belong to them.",Comedy
"The film follows Jack Hopkins , an aircraft designer with a passion for traction engines. His boss is eager to sell a new supersonic jet plane that Jack has designed to American millionaire Paul Fisher . The first encounter between Fisher and Jack goes badly, and tensions only heighten after Fisher's daughter Kathy damages Jack's prize traction engine ""The Iron Maiden"", rendering it impossible to drive solo. Jack is desperate to enter the annual Woburn Abbey steam rally with the machine, but his fireman is injured and unable to participate. When all seems lost the millionaire himself is won over by Jack's plight and joins him in driving the engine; the two soon become firm friends. After an eventful journey Fisher and Jack reach Woburn Abbey and enter the rally, only for Fisher to injure his back at the last minute. When all seems lost his daughter, the skeptical Kathy,...",Comedy
"Betty offers to take her nephew Little Jimmy to see the carnival. Before they can leave the house, a thunderstorm blows in, making it impossible to attend the carnival. Betty's upstair's neighbor Grampy saves the day by using his crazy inventions to turn the apartment into a circus.",Comedy
Three women ridiculed by their spouses glide to take revenge themselves with the intention to demonstrate to them that they are quite different from what is being portrayed. *Gerardo Romano *Héctor Alterio *Sandra Ballesteros *Michelle Duquet *Rodolfo Ranni *Rubén Stella *Cora Sanchez *Claudia Nicola *Ernesto Larrese,Comedy
"Matko Destanov, a small-time Roma smuggler and profiteer, is living with his teenage son Zare in a ramshackle house by the Danube River in eastern Serbia near the Bulgarian border. He has plans to acquire a whole train of smuggled fuel, which he finds at cut-price. To obtain a loan that would subsidize the heist, he visits Grga Pitić, a wheelchair-using old gangster, who's an old friend of Zarije Destanov, Matko's father and Zare's grandfather. Matko then plots the details of the job with an ally named Dadan, a rich, fun-living, drug-snorting gangster who has a harem, juggles grenades, and cheats at gambling. However, Dadan double-crosses him and glitches up the deal by giving Matko a drink that is drugged, and carrying out the job while Matko is unconscious, which means that Matko owes Dadan a great deal of cash. Matko cannot afford to pay, so Dadan makes a deal...",Comedy
"In the summer of 1959, local boy Danny Zuko and vacationing Sandy Olsson meet at the beach and fall in love. When the summer comes to an end, Sandy—who is going back to Australia—frets that they may never meet again, but Danny tells her that their love is ""only the beginning"". The film moves to the start of the seniors' term at Rydell High School. Danny, a greaser, is a member of the T-Birds, consisting of his best friend Kenickie, Doody, Putzie and Sonny. The Pink Ladies also arrive, consisting of Betty Rizzo, Janet and Marty. After her parents decided not to return to Australia, Sandy enrolls at Rydell and befriends Frenchy , who considers dropping out of school to become a beautician. Oblivious to each other's presence at school, Danny and Sandy tell their respective groups the accounts of events during the pair's brief romance. Upon learning Danny is...",Comedy
"Six introverted individuals, bored with their lives and trying to escape their daily routine, attempt to find a radical solution to their boredom by getting themselves admitted into a psychiatric hospital. Among these individuals are: Maud , a bored trophy wife who feels trapped in a loveless marriage; Antoine , a sex-obsessed virgin; Alice , a woman whose only enjoyment comes from computers; Miranda , a paranoid exhibitionist whose inhibitions make her dislike being the center of attention; Paul , a fanatical right-wing conspiracy theorist; and Alan , an androgynous rapper. Upon arriving to the asylum, the six individuals are informed that there is only room for one person in the hospital. Nurse Milly informs the individuals that they will now have to compete for the only remaining spot in the asylum. The nurse proceeds to administer tests and contests and whomever she deems to be the craziest and most...",Comedy
"Charlie Tuttle is a partner in a successful law firm, Whitfield and Morris. His boss &mdash; and future father-in-law &mdash; sends him to Paradise Bluff, Nevada, to request a continuance in a mail-fraud case involving a distant relative who is believed to be guilty, and is very likely to be adjudged guilty. But the timing of the trip conflicts with Charlie's bachelor party. After Charlie drives from California to Paradise Bluff, he is unexpectedly greeted by his best man, actor Richard Rjetti, who is determined to show his friend a great time prior to his wedding. During the celebration, Charlie is knocked out in a barfight, and is later prescribed painkillers for the resulting pain. The next day &mdash; the day of the court appearance &mdash; Richard checks on his friend and finds Charlie has taken all of the pills in the bottle. Charlie winds up in no shape to...",Comedy
"The Texas State University Fightin' Armadillos were once one of the most powerful teams in college football. However, shortly after winning consecutive national championships, massive NCAA violations resulted in the program having to forfeit several years' worth of victories. All of the previous players and coaches are banned from returning except Charlie Banks, the only ""clean"" player, who never got to play despite having ""heart"". The new coaching staff, led by Ed ""Straight Arrow"" Gennero , has nothing to assist them in building the team as no athletic scholarships are available, forcing them to hold tryouts. Along with this, they must worry about Dean Elias , who wants the team to fail so he can scrap it. However, the coaches soon have a makeshift team in place. Only 17 players are allowed on the team--not enough to have offense and defense--due to Dean Elias declaring many prospective players ineligible, so...",Comedy
"Summer Pozzi , a Chicago-based flight attendant for an unnamed airline, is mentally preparing to quit her job and marry Jim, her soon-to-be airline pilot boyfriend. During a layover, she gets a phone call asking her to transfer to San Francisco. Then, Jim tells her he refused to take a final exam to be a pilot, unable to have the lives of many passengers on his shoulders. Shaken and disappointed, Summer decides to go ahead with the transfer, and promises herself not to fall for another man too quickly. Once in San Francisco, she moves into a small apartment with three other flight attendants, one of them who was supposed to be moving out. There's Portia , a posh but insecure British girl undergoing an eternal makeover, Kate , who is very bitchy ever since Summer reprimanded her on a previous flight and Lucas , with whom Summer immediately has...",Comedy
"The Stooges are choreographers at B. O. Pictures who are assigned to teach island natives how to dance. The studio's president, Mr. Baines has purchased the island of Rarabonga for his next musical extravaganza, but learns that the locals have never heard of dancing. When the Stooges arrive at Rarabonga, they soon learn that the natives are head hunters under the control of powerful Witch Doctor Varanu ([[Kenneth MacDonald . Shemp makes it clear he does not want the ""hair cuts down to my neck!"" and the Stooges try to flee with the help of the Tribe King's daughter Luana . She wants them to rescue her boyfriend from the witch doctor, who plans to behead him in the morning—along with the Stooges. In one of the huts, the Three Stooges try to get their hands on a box of surplus World War II hand grenades guarded by a living...",Comedy
"The mining town of Cedar City, Utah, is ruled by Mr. Walthrope, a polygamous Mormon prophet , his son the marshall and their band of ruffians. John Brad is falsely accused of shooting in the back a gunfighter sent against him by the prophet and has to flee. Meanwhile, a train brings Jeff Groghan , a gunfighter called by Walthrope, and two Transylvanian immigrants, Traian and Romulus Brad , who come to meet their brother John. Traian speaks only Romanian and Romulus tries to get by with his dictionary. On the station, Grogham is received with a gunfight and Traian has occasion to fire his Turkish gun, booty from the siege of Plevna. Upon arrival to the saloon, Traian is invited to play poker with Groghan, a former Confederate officer still in grey uniform and another man. Traian manages to win many dollars and Bob , the slave of the...",Comedy
"Weather presenter Jin-su is involved in a car accident, and though physically unhurt, he is left with a case of selective amnesia. Haunted by the memory of a woman he can't quite recall, he sets out to find her identity by revisiting some of his old college friends. The person giving him the most help is Jeong-hee, but as she helps him piece together his broken memories they start to develop feelings for one another, and Jin-su realizes that perhaps his forgotten past isn't worth chasing after all.",Comedy
"Murari has dream of becoming an actor, but his dad , who runs a cloth shop, wants his help in the shop. Murari runs away from home and catches train to Mumbai. On his journey, he meets a teacher who says he knows Raj Kapoor. Murari comes to Mumbai, lives in a chawl, struggles bit and becomes a successful and rich actor. Then comes a twist in his life, he gets affixed in scandals, link up and his love lady leaves Murari forever. Finally, he proves himself innocent and they happily marry.",Comedy
"After the mayor of the fictional village San Pedro de los Saguaros is lynched by angry villagers, a petty PRI party member named Juan Vargas is appointed temporary mayor by the state governor. At first the new mayor attempts to do good but a lack of funds cripples his efforts, and the bribe of a brothel owner sets him on the path to corruption. Seeking help from his superior, the secretary to the PRI governor, he is given a copy of the constitution of Mexico and a revolver and is told that the only law is Herod's law: literally translated: ""either you get fucked or you get buggered."" . When Vargas thus has become the executive, legislature and judiciary of the village all in one person he soon becomes corrupt, first accepting a bribe from brothel owner Doña Lupe, and soon moving on to extort all of the villagers. When...",Comedy
It is 1982 and Lizzie Borden High School is host to the tenth-year reunion of the class of 1972. Their fun is murderously interrupted by the psychotic Walter Baylor who bears a grudge against his former classmates for a prank committed against him ten years ago. The motley crew of '72 set out to uncover who amongst them is committing the killings.,Comedy
"When freeloader Phil is tossed out by the love of his life, Jen, he stays with two old friends who come upon a magic shirt that guarantees them sex with all the women they can handle. The three losers have their lives upended as Phil’s friends pursue a daily diet of Maxim models and close encounters with Hollywood’s hottest-but{{what}} Phil schemes to use the shirt to win back Jen. And when an insane marine steals the shirt and threatens to use it on Jen, Phil’s battle for her affections takes on dangerously high stakes. Chick Magnet makes it clear that the laws of attraction were made to be broken.",Comedy
"Bheemasena Rao is a dignified and respectful man. His son works in Military services. His daughter is Rukmini . His close friend and relative Salahala Rao is trying to arrange marriage to his daughter. Krishna Rao is his relative of Salahala Rao. He was sent to meet Bheemasena Rao with recommendation letter. During the meantime he attracts Rukmini with his good manners. Bheemasena Rao arranged marriage between Krishna Rao and Rukmini and a political leader takes Marriage Vows from them that they should not cheat each other. Krishna Rao starts new family in the town. He finds a job in a company ""Andalu and Alankaralu"". During the next seven years, they had four children. Subsequently Krishna Rao started getting attracted to other women. He gets close to his new typist Radha Rani . He even goes to her house during the absence of his wife. After knowing about the affair,...",Comedy
"Dr. Barnaby Fulton , a research chemist working on a fountain of youth pill for a chemical company, is trying to develop an elixir of youth, urged on by his commercially-minded boss Oliver Oxley . One of Dr. Fulton's chimpanzees, Esther, gets loose in the laboratory and pours some chemicals into the water cooler &mdash; chemicals that just happen to have the rejuvenating effect for which Fulton is searching. Unaware of the monkey's antics, Fulton tests his latest experimental concoction on himself, and washes it down with water from the cooler. Naturally, he soon begins to act just like a 20-year-old, and spends the day out on the town with his boss's secretary Lois Laurel . When Fulton's wife Edwina learns that the elixir ""works,"" she drinks some, again washing it down with water, and turns into a prank-pulling schoolgirl. Things get out of hand when her newly quick temper...",Comedy
"A group of teenage girls spends the night in an old dark mansion as an initiation into a college sorority. What they don't know is that the building is actually the headquarters for a mad scientist and his hunchbacked assistant, who are experimenting with turning humans into gorillas.",Comedy
"{{Expand section}} Rosie , a scriptwriter for a TV show, falls for a younger man, Adam , while her daughter Izzie falls in love for the first time herself. Meanwhile, the narrator, Mother Nature , discusses their fates with Rosie.",Comedy
"This is the story of two lads from Belfast as they stumble their way through the London gay underworld in search of ""gainful employment,"" that is, the offering of sexual favours to older gay men in order to subsidize their respective giros. However, when one of the lads accidentally shags a punter to death, they are forced to look for 'work' elsewhere. It is then that they discover the myth of 'The Bread in the Bed' - a huge bed full of money. Nine dead gay guys are the result of the ensuing caper as the lads begin the search for the bed.",Comedy
"Lovelorn Kim Hyeon-gon , who has fallen for coffee shop worker Seon-ah , learns about Cyrano Agency, a small organization set up by theatre actor Lee Byeong-hoon that claims 100% success in making people fall in love. Kim signs on, and the Cyrano team — Byeong-hoon's onetime drama student Min-yeong , plus older Cheol-bin and younger Jae-pil — set to work, constructing elaborate scenarios in which Seon-ah is the unwitting target and feeding lines to Hyeon-gon through an earpiece. The operation is a success, but Cyrano Agency needs more clients as its finances are perilous. Their next client is fund manager Lee Sang-yong ([[Daniel Choi , who has fallen for Kim Hee-joong , a young woman he met at church. Byeong-hoon is not keen on taking the case, as it turns out that Hee-joong is an ex-girlfriend of his. Unwillingly he agrees, and things initially go smoothly between Sang-yong and...",Comedy
"In this musical comedy, a Cockney flower girl is in love with a policeman whom she wants to marry. Unfortunately, her father opposes the union because he is involved in a little crooked investing. Fortunately, the young woman wins a lottery and is able to find wealth and marital bliss.http://www.allmovie.com/work/squibs-111526",Comedy
"Mildred decides that she and George will celebrate their wedding anniversary in style at a swanky London hotel - however unhappy George might be at the cost involved. ""I'm a traffic warden, not Aristotle Onassis"", he tells her. But on arrival, George is taken for a ruthless hit-man by a shady businessman , who wants a rival eliminated. Mildred meanwhile remains in blissful ignorance throughout the resulting chaos.",Comedy
"Sarah Michelle Gellar stars as Brett Eisenberg, an ambitious yet unconfident young New York assistant book editor living in the literary hotbed of Manhattan's Upper East Side. Struggling to become a full-fledged editor, a task made harder after her mentor and boss is fired and replaced by Faye Falkner , Brett meets the notorious and much older publishing playboy Archie Knox . After spending time with him she realises how unhappy she is with her immature boyfriend Jed and breaks off their relationship in order to pursue one with Archie. Archie is revealed to have several issues such as being an alcoholic, although he is almost three years sober; suffering from diabetes; and having an estranged daughter. The age-gap between Brett and him is made clear through their different lifestyles, such as his lack of understanding how to use a Blackberry and Brett taking him to a candy shop. Although...",Comedy
"The main characters are Heinz Bösel and Kurt Fellner , who work for the tourist office in Lower Austria assessing guesthouses. Bösel is fond of beer and occasionally ill-behaved, while Fellner is more intellectual and refined, constantly asking his colleague Trivial Pursuit questions. However, they gradually bond as they travel around Austria. Later in the film, Fellner is taken ill and is diagnosed with advanced testicular cancer. Bösel helps Fellner fulfil his last wishes, which include playing on an organ and going into the woods one last time to hear the birds. Fellner dies in his friend's arms, but the film ends optimistically when Bösel meets an Indian man who seems to be the reincarnation of his friend.",Comedy
"Wealthy French playboy Toto Duryea ([[Frank Fay is irresistible to women, but is in love with none of them. According to Monsieur Rancour , for Toto, ""every woman is like a new dish to be tasted."" When he is finally and instantly smitten with American Diane Churchill , he has great difficulty proving to her and her father that he truly loves her. Finally, he convinces her that he is sincere; Mr. Churchill insists that Toto give up his women and carousing and stay away from his daughter for six months to prove he has reformed. He also asks that Toto get examined by Churchill's doctor. Dr. Dumont has bad news for Toto: his heart is so weak, even the excitement caused by so much as a woman's kiss would be fatal. Toto takes to his bed, but three of his girlfriends insist on nursing him: Fifi , Florine and...",Comedy
"The series opens with Jerry Seinfeld and George Costanza seated at Pete's Luncheonette, debating the placement of one of George's shirt buttons. The waitress, Claire, pours each of them a cup of coffee. George frets about whether Claire is giving him regular or decaffeinated coffee, saying he does not want caffeine in it. Claire later, to annoy him, implies that she gave him regular. Jerry then tells George about a woman he met in East Lansing, Michigan, Laura, who is coming to New York. Jerry wonders if she has romantic intentions. The two continue to talk about her after they leave the luncheonette and go to the laundry. The next evening, Jerry tells his neighbor Kessler <ref name http://www.seinology.com/scripts/script-01.shtml |authorLarry David |coauthor Aired July 5, 1989 |title Seinology.com: Scripts |accessdate= September 26, 2012}} Jerry and Laura arrive at the apartment. Laura then removes her shoes and some excess clothing to...",Comedy
"The story begins with Samantha breaking up with Allegra , a lesbian author who has had relationship problems in the past. Allegra meets a man named Philip at a party, with whom she feels a connection. The next day, she meets Grace , Philip's ex-girlfriend, although Allegra does not know about it. Allegra and Philip begin seeing each other, and Philip leaves Grace for good. Allegra sees Grace outside of a movie theater and Grace cries about her boyfriend leaving her. Allegra goes on a date with Philip, but she leaves after thoughts in her mind tell her it's wrong to be with a guy. Allegra goes back and forth on dates with Philip and Grace. After several more dates, Grace shows Allegra a picture of her ex-boyfriend, and she learns that Philip and Grace were together. Philip and Grace go out for dinner, where they reveal to each other...",Comedy
"Inspector Clouseau is called to the country home of a Paris plutocrat, Benjamin Ballon , to investigate the murder of his Spanish chauffeur, Miguel. The chauffeur was having an affair with the maid, Maria Gambrelli , who claims that he often beat her. Although all the evidence points to Gambrelli as the killer, Clouseau stubbornly refuses to admit that she is guilty, having fallen madly in love with her. For the real culprits to keep the truth hidden from Clouseau's boss, Commissioner Charles Dreyfus , they must commit more murders. With the murders of Georges ([[David Lodge the gardener, Dudu the maid, and Henri LaFarge the head butler, Maria is arrested, and each time Clouseau sets her free. Clouseau is always at the wrong place at the right time and manages to get himself arrested by uniformed police four times in quick succession . As Clouseau continues to bungle the...",Comedy
"Leslie Wright is a straight-shooting physical therapist and die-hard basketball fan who is tired of being a guy's best friend. She and her god-sister, Morgan, are living together; Morgan dreams of becoming an NBA trophy wife. After a Nets basketball game Leslie helps star player, Scott McKnight ([[Common_, at a gas station. He offers to open her door for her , but the task proves difficult as the door to her old car is stiff and hard to open. She has a dent in the side of her door that she refuses to get fixed because her grandfather gave her the car and he had a dimple in his left cheek just like the car. He invites her to his birthday party, where she shows up with Morgan. He meets Morgan and suddenly takes an interest in her. After a quick relationship, Scott proposes to her. At the 2009 NBA...",Comedy
"The Pink Panther is hired as a cook at a cafe next to a busy construction site. Because of interference from Pink's impatient boss, the workers end up with a series of poorly-served meals that result in retaliation. Eventually, Pink quits and the restaurant goes out of business.",Comedy
"At the start of the film, George Burns tells us that we are about to see an old-style double feature. In the old days, he explains, movies were in black-and-white, except sometimes ""when they sang it came out in color."" Joey Popchik, a young man from a poor family, dreams of one day becoming a lawyer. His sister is losing her eyesight, so he becomes a boxer to raise the money to have her cured. Along the way, he gets seduced by fame and fortune, and runs afoul of a crooked boxing manager. In the end, his sister is cured and Joey, so that ""poetic justice could be served,"" races through law school to become the prosecutor who puts the villain behind bars, spouting corny courtroom aphorisms such as ""a man can move mountains with his bare heart."" Legendary theatrical producer Spats Baxter learns he's dying. To support the daughter...",Comedy
"Coach Lambeau Fields is pathetic. He has the distinction of being the worst coach in the history of sports anyone can recall. A loser of enormous proportions, the incompetent and seemingly hopeless coach is convinced by fellow coach Freddie Wiseman to return to the field for one last shot. Assuring his long suffering wife, Barb , that he will not ignore his family, Coach moves them to Plainfolk, Texas where he hopes to redeem himself and his reputation. Here he begins yet another attempt to improve his abysmal record - this time as the coach of the football team at Heartland State University. But he is saddled with a team of misfits - most of whom don't know the difference between a line of scrimmage and a line at the cafeteria. Although the team and townsfolk are leery of the newcomer's approach, the Coach uses his unorthodox methods to whip...",Comedy
"Ned Kynaston is one of the leading actors of his day, famed for his portrayal of female characters, particularly Desdemona in Othello. His loyal dresser, Maria , longs to perform on stage but is forbidden to do so by a law enacted by the Puritans prior to the return of the House of Stuart to the throne. She fulfills her desire by appearing in plays presented in a local tavern under the name Margaret Hughes. Word of her performances spread and the novelty of a woman on stage draws the attention of Sir Charles Sedley , who offers to be her patron, and eventually the attention of King Charles II himself. Kynaston's rant against allowing women on stage is overheard by Nell Gwynn , an aspiring actress and Charles II's mistress, and she literally seduces Charles into banning men from playing female roles. As a result, Kynaston loses his lover,...",Comedy
"The film is based on Raj ([[Govinda who has a girlfriend, supermodel Dolly , and a wife, Kiran . Raj fires Mangu , a cook, because he does not like him. To take revenge, Mangu takes a picture of Raj with Dolly and gives it to Kiran. Kiran gets suspicious but then Raj says that Dolly is not his girlfriend. He says that there are three people in the picture, Raj, Dolly and Govardhan . Raj tells Kiran that the guy, who came into the picture as he was walking by, is Dolly's boyfriend and tells Govardhan to live with Dolly for a couple of days so Kiran's suspicions will go away. Govardhan gets really troubled when Dolly's ex-boyfriend Diesel shows up and threatens Govardhan that, when he finds out who Dolly's boyfriend is, Diesel will beat him up. Meanwhile, Kiran has a detective follow Dolly and Govardhan. The twist...",Comedy
"Max is a young lesbian student in Chicago who has gone ten months without having sex. She and her roommate and college professor Kia are in a coffee shop when they run into Ely, a hippieish woman with long braided hair, whom Max initially dismisses. Max and Ely do end up going to a movie together. After the movie they return to Ely's place and, after some flirtatious conversation, they kiss. Suddenly a call comes in from Ely's partner Kate, with whom Ely has been in a long-distance relationship for more than two years, which puts a bit of a damper on things. Ely decides to cut off all her hair, ending up with a very short butch style. She runs into Max in a bookstore and Max almost does not recognize her. Kia's girlfriend Evy returns home. Her ex-boyfriend Junior is there. Evy's mother confronts her, saying that Junior...",Comedy
"Miles Campbell, recent graduate of a Christian divinity university, arrives in Salem, Massachusetts to become the local parson's assistant. He meets with his childhood sweetheart, baker Sara Lee, and plans to marry her. Meanwhile, greedy Judge Samuel John arrives to meet with idiotic Mayor Upton to discuss plans for a Mall for Salem. To acquire the necessary real estate they hatch a scheme to accuse certain villagers of witchcraft. When the accused are tried, convicted and burned, their land can be confiscated. The plan is succeeding, as the villagers, egged on by the parson's shrewish mother, enthusiastically accept the Judge's message. Then saucy Faith Stewart arrives from London for Thanksgiving with her cousins. Faith falls for Miles and accuses Sara of witchcraft. Miles must prove Sara's innocence before she is burned at the stake.",Comedy
"The plot concerns the adventures of João Grilo and Chicó , the most cowardly of men. Both struggle for daily bread and go through several episodes fooling all of the small town they live in, until they get through their confusion the wrath of the dreaded bandit Severino de Aracaju and his gang. João is shot dead, and as Chico buries him, João is seem in the hereafter, matching wits the Devil , and asking the Virgin Mary to intercede for him.",Comedy
"Elmer approaches one of Bugs' holes, puts down a carrot, and hides behind a tree. Bugs' arm reaches out of the hole, feels around, and snatches the carrot. He reaches out again and finds the business end of Elmer's shotgun. His arm quickly pops back into the hole before returning to drop the eaten stub of Elmer's carrot before apologetically caressing the end of the barrel. Elmer shoves his gun into Bugs' hole, with a tug of war resulting in the barrel being bent into a pretzel. Elmer frantically digs into the hole while Bugs emerges from a nearby hole with a carrot in his mouth. He lifts Fudd's hat and raps the top of his head until Elmer notices, then chews his carrot a bit before delivering his definitive line, ""What's up, Doc?"". Elmer explains that he's hunting ""wabbits"", and Bugs chews his carrot while asking what a wabbit...",Comedy
"A sequel to the 1977 film Outrageous! Too Outrageous! is about the further adventures of Robin Turner, a gay hairdresser-turned-drag queen nightclub performer.Film.comBooks.google.com",Comedy
Nine separate stories intertwine into one comedy on people’s expectations and perceptions of a beautiful summer vacation: the stories of those who are only after love; of those who have to stay at home and fight mosquitoes on summer nights; of those who only go to the sea; of those who cannot appreciate the value of a bicycle - the most beautiful summer gift ever; and of those who are still away at their holiday spot even after they have returned home.,Comedy
"Wally Sparks is the host of a sleazy tabloid-style TV talk show who makes Jerry Springer seem gentle by comparison. His show has become so foul that he's alienated his not-especially-discriminating viewers, and his ratings are taking a nosedive. Lenny Spencer , head of the network carrying his show, gives Wally an ultimatum—he has a week to clean up the content and boost his ratings, or his show gets cancelled. Wally's producer Sandy Gallo comes up with an idea—Floyd Preston is the governor of Georgia and a staunch conservative known for his attacks on the lowbrow content of Wally's show, so what better way to demonstrate that Wally is trying to change his ways than having Preston on as a guest? In order to persuade Preston to appear, Wally attends a reception at the Governor's mansion, where he makes the mistake of getting in a drunken game of strip poker...",Comedy
"Marshal Antonio Carotenuto arrives back in his home town of Sorrento to take care of the local traffic police. Donna Sofia, an attractive fishmonger, almost accepts marriage to Antonio almost as a joke to make Nicolino, a fisherman who she is genuinely in love with, jealous.",Comedy
"After spending time in New York, Billy Hayes returns to his hometown. He wants to get back together with his ex-girlfriend and take her back to America in hopes of opening up a gas station. But everything isn't going Billy's way - the townspeople aren't happy to see him, and his ex-girlfriend is engaged and pregnant. Then, Billy runs into his old friends who are planning a scam.",Comedy
The plot revolves around the complications brought to a middle-class family when older brother Kōichi brings home his new sexually voracious bride Yuriko. Younger brother Kazuo looks to the new arrival as a source of sexual release while sister Akiko surreptitiously works in a soapland and Father lusts after a bar proprietess.,Comedy
The chairman of a top-flight English football club makes an illegal approach to a rising star of a rival club. This is discovered by the football authorities and the Chairman is ultimately suspended from the game following the ensuing scandal.http://ftvdb.bfi.org.uk/sift/title/35250,Comedy
"Robin Shea is a mischief-causing temptress, a rock-star wannabe who will do anything to escape the confines of a New Mexico prison. She meets a young man named Billy Moran who is doing some manual labor at the prison. After a brief tryst within minutes of having met, she persuades Billy to marry her. Billy's responsible, serious demeanor is a sharp contrast to Robin's wild-child nature. She doesn't want a relationship. She is only interested in furthering a musical career any way she can. A politician, James Tiernan, had previously picked up Robin during a jailbreak and drove her back to the prison. He risks his chances of being elected governor on his ability to use Robin as a poster child for successful prison reform. In the meantime, Robin tries to teach Billy how to properly relate to women as he tries to teach her how to be a wife...",Comedy
"The film is about two brothers who reside in Baton Rouge, Louisiana. Jeff is a 30-year-old unemployed stoner, living in his mother's basement. His older brother Pat struggles with a failing marriage. Their widowed mother, Sharon , is disappointed with Jeff and with her unfulfilled dreams.<ref name24 Frames|titlehttp://latimesblogs.latimes.com/movies/2011/09/ed-helms-jason-segel-jeff-who-lives-at-home-duplass-brothers-sarandon-reviews-toronto.html|accessdateThe Hollywood Reporter|date=15 September 2011}} Jeff looks for his destiny in seemingly random occurrences. He finds inspiration in the feature film Signs, which reinforces his belief in his outlook. One day, he answers the telephone; it's a wrong number, from somebody asking for ""Kevin,"" and Jeff contemplates the meaning of this. He pursues people or things named Kevin as a result. After coincidentally meeting his brother Pat, they suspect that Pat's wife, Linda , is cheating on him. They try to determine how to handle the situation. Meanwhile, Sharon finds some solace in a ""secret admirer"" sending her messages at work. Throughout a...",Comedy
"Chirammal Enashu Francis, a.k.a. Pranchiyettan , is a successful businessman based in Thrissur. He is a devotee of Saint Francis of Assisi and often has imaginary conversations with the saint. His ancestors were rice traders, but he has grown beyond the small rice shop to expand his business into jewellery, real estate, finance, shopping complexes and lot more. Even though he is successful and wealthy, he is not well-educated , is unhappy with his name and also wants to become a celebrity. He is called Ari Pranchi by everybody, citing his ancestors' business as a colloquial taunt. He wants to change his image from Ari Pranchi to something great and is ready to spend a fortune for it. The film deals with how Pranchi tries to get a good name and what changes that brings to his life. The story starts with Francis talking to Saint Francis of Assisi about...",Comedy
